city,first_name,last_name,state,doctor_id,initial,specialty
Boston,Ronald,Balassanian,MA,86272,,Cytopathology
Waltham,Devasena,Balasubramaniam,MA,88387,,Internal Medicine
Foxboro,Padma,Balasubramanian,MA,1908,,"Endocrinology, Diabetes, &amp; Metabolism"
Boston,Sowmya,Balasubramanian,MA,90302,,Pediatrics
Boston,Shyamasundar,Balasubramanya,MA,93798,,General Surgery
Quincy,Kiruthika,Balasundaram,MA,87879,,Internal Medicine
Enfield,Gilbert,Balatbat,CT,1911,R,Anesthesiology
Boston,Tracy,Balboni,MA,71604,A,Radiation Oncology
S. Weymouth,Eduardo,Balcells,MA,86070,,Internal Medicine
Boston,Joseph,Baker,MA,99213,J,Internal Medicine
Boston,Joshua,Baker,MA,86667,N,Cardiovascular Surgery
Cambridge,Joyce Olive,Baker,MA,1868,,Psychiatry
Boston,Justin,Baker,MA,87245,T,Psychiatry
Boston,Keith Harold,Baker,MA,1869,,Anesthesiology
Medford,Lawrence,Baker,MA,1871,D,Cardiovascular Diseases
Boston,Meghan,Baker,MA,67275,A,Infectious Diseases
Portsmouth,Michael,Baker,NH,1872,N,Anesthesiology
Brookline,Michele,Baker,MA,55832,S,Psychiatry
Peabody,Nancy,Baker,MA,1874,D,Diagnostic Radiology
Burlington,Richard,Baker,MA,1875,A,Diagnostic Radiology
Boston,Stacey,Baker,MA,74173,E,Internal Medicine
Boston,William,Baker,MA,1883,E,Emergency Medicine
Haverhill,Mary Frances,Baker-Berzansky,MA,1887,,Obstetrics and Gynecology
Canton,Michael,Bakerman,MA,1888,M,Cardiovascular Diseases
Concord,Lisa Lovas,Bakhos,MA,77389,,Pediatrics
Boston,Nader,Bakhos,MA,77391,A,Orthopedic Surgery
Portland,Gennadiy,Bakis,ME,71071,,Internal Medicine
Needham,Brian,Bakofen,MA,90031,J,Internal Medicine
South Boston,Munish,Bakshi,MA,98294,R,Family Medicine
Hyannis,Sarita,Bajracharya,MA,87429,,Internal Medicine
Boston,Ednan,Bajwa,MA,63666,K,Pulmonary Diseases
Holyoke,Mohammad,Bajwa,MA,1844,S,Internal Medicine
Springfield,Raghubinder,Bajwa,MA,1845,K,Physical Medicine &amp; Rehabilitation
Boston,Zahid,Bajwa,MA,1846,H,Neurology
Belmont,Jongchul,Bak,MA,85647,R,Pediatrics
Burlington,Martin,Bak,VT,1847,P,Internal Medicine
Burlington,Curtis,Bakal,MA,88270,W,Diagnostic Radiology
Ayer,Mary,Bakalos,MA,1849,L,Radiology
Worcester,Brad,Baker,MA,50222,J,Ophthalmology
Brookline,Brenda,Baker,MA,50223,S,Obstetrics and Gynecology
Florence,Christine Dawn,Baker,MA,1855,,Internal Medicine
Norwood,Christopher,Baker,MA,1856,E,Radiology
Washington,Christopher,Baker,DC,74407,W,Orthopedic Surgery
Rochester,Clayton,Baker,NY,50225,J,Internal Medicine
Burlington,Edmond,Baker,MA,93117,L,Obstetrics and Gynecology
Holden,Frederic,Baker,MA,1862,,Family Medicine
Westfield,Howard,Baker,MA,1865,N,Internal Medicine
Boston,James,Baker,MA,1866,L,Emergency Medicine
Pittsburgh,John,Baker,PA,68620,R,Neurology
Boston,Michael,Bailin,MA,1820,T,Anesthesiology
Wellesley,Irving,Bailit,MA,1821,W,Allergy and Immunology
Norwell,Dennis,Baily,MA,1824,B,General Practice
Natick,Donald,Baim,MA,1825,S,Cardiovascular Diseases
Chestnut Hill,Jennifer,Baima,MA,82927,A,Physical Medicine &amp; Rehabilitation
Abbott Park,Earle,Bain,IL,1828,E,Psychiatry
Lowell,Rekha,Bains,MA,1831,,Pediatrics
Dallas,Christopher,Baird,TX,79816,W,Thoracic Surgery
North Adams,Tim Joseph,Baisch,MA,1835,,General Surgery
Wilbraham,Francesca,Bajaj,MA,68776,M,Pediatrics
Springfield,Mahesh,Bajaj,MA,68774,R,Internal Medicine
Houston,Mandeep,Bajaj,TX,1838,,Endocrinology
Worcester,Rishi,Bajaj,MA,89485,,Internal Medicine
Everett,Sameer,Bajaj,MA,88745,,Internal Medicine
Boston,Ann,Bajart,MA,1840,M,Ophthalmology
Boston,Dusica,Bajic,MA,74831,,Anesthesiology
Boston,Sibinka,Bajic,MA,80203,,Anesthesiology
Vienna,Amir,Bajoghli,VA,1842,A,Dermatology
Brockton,Laura,Bajor,MA,87506,A,Psychiatry
quincy,Adarsha,Bajracharya,MA,87029,S,Internal Medicine
Boston,Hasan,Bahrani,MA,93309,M,Ophthalmology
Burlington,Hongwei,Bai,MA,68404,,Anatomic Pathology
Fall River,Mirza,Baig,MA,1802,W,Cardiovascular Diseases
Brockton,Mirza,Baig,MA,89994,K,Internal Medicine
Boston,Walter,Baigelman,MA,1804,,Pulmonary Diseases
Watertown,Richard,Bail,MA,1805,N,Internal Medicine
Roxbury,David,Bailen,MA,1806,A,Internal Medicine
Newton,Laurence,Bailen,MA,1807,S,Gastroenterology
Boston,Alexandra,Bailey,MA,91202,S,Internal Medicine
Medford,Allison,Bailey,MA,67571,,Physical Medicine &amp; Rehabilitation
Somerville,Anthony,Bailey,MA,1808,M,Emergency Medicine
Brockton,E. Duff,Bailey,MA,1810,,Psychiatry
Salem,Edward,Bailey,MA,1811,N,Pediatrics
Fall River,Genie,Bailey,MA,76373,L,Psychiatry
Shelton,Gerald,Bailey,CT,68022,P,Pathology
Worcester,Jeffrey,Bailey,MA,95797,A,Clinical Pathology
Dallas,Kenneth,Bailey,TX,79669,M,Radiology
Newton,Mary Christine,Bailey,MA,1816,,Pediatric Emergency Medicine
Methuen,Yvette,Bailey,MA,1819,D,Diagnostic Radiology
Springfield,Patricia,Bailey-Sarnelli,MA,1817,E,Obstetrics and Gynecology
Portland,Alexandru,Bageac,OR,1777,C,Radiology
Westborough,Parmender,Bagga,MA,68485,S,Internal Medicine
Manchester,Sanjeev,Bagga,MO,72700,,Diagnostic Radiology
Worcester,Sonia,Bagga,MA,68849,,Internal Medicine
Uxbridge,Pamela,Baggeroer,MA,1779,M,Internal Medicine
Boston,Meridale,Baggett,MA,91211,V,Internal Medicine
Boston,Travis,Baggett,MA,89771,P,Internal Medicine
Boston,Aaron,Baggish,MA,70463,L,Internal Medicine
Fall River,Robert,Baginski,MA,71673,M,Emergency Medicine
Burlington,Ritu,Bagla,MA,91662,,Neurology
Burlington,Anne,Bagley,MA,93513,,Internal Medicine
Worcester,Peter,Bagley,MA,1784,H,Pulmonary Diseases
"Toronto, Ontario",Darius,Bagli,ON,1785,J,Urological Surgery
,Hossein,Bagshahi,MA,81458,,General Surgery
Boston,Ali,Bahadori,MA,88990,,Internal Medicine
Westford,Dwayne,Baharozian,MA,1791,B,Ophthalmology
Taunton,Imad,Bahhady,MA,50210,J,Pulmonary Diseases
Belmont,Rajan,Bahl,MA,87060,,Psychiatry
Palmer,Amjad,Bahnassi,MA,1795,,Psychiatry
Fall River,Robert,Bahr,MA,1798,L,Ophthalmology
Boston,Donald,Bae,MA,50205,S,Orthopedic Surgery
Boston,Jane,Bae,MA,66969,S,Cardiovascular Diseases
Cambridge,Stella,Bae,MA,1751,J,Psychiatry
Amherst,Paul Stephen,Baecher,MA,1755,,Family Medicine
Boston,Laura,Baecher-Lind,MA,95631,E,Obstetrics and Gynecology
Cambridge,Janet,Baer,MA,1759,E,Diagnostic Radiology
Boston,Jay,Baer,MA,1760,W,Psychiatry
Dorchester,Phyllis,Baer,MA,1762,S,Hematology
,Sideris,Baer,,1763,D,Internal Medicine
Boston,Stephen,Baer,MA,1764,D,Obstetrics and Gynecology
Springfield,Robert,Baevsky,MA,1765,H,Internal Medicine
Lawrence,Ainex,Baez,MA,77879,M,Family Medicine
Boston,Amado,Baez,MA,80201,A,Emergency Medicine
Springfield,Jacqueline,Baez,MA,1766,,Obstetrics and Gynecology
Winchester,Jose,Baez,MA,67666,R,Internal Medicine
Boston,Elena,Bafani,MA,79481,,Anesthesiology
Boston,Gyorgy,Baffy,MA,1770,,Gastroenterology
Albany,Kaushik,Bagchi,NY,71670,,Orthopedic Surgery
Concord,Sam,Bagchi,MA,70700,R,Internal Medicine
Brockton,Bryan Jacob,Bagdasian,MA,1776,,Internal Medicine
Charlestown,Howard,Baden,MA,1732,P,Dermatology
Boston,Lindsey Robert,Baden,MA,1733,,Infectious Diseases
Newton Center,Lynn Allison,Baden,MA,1734,,Dermatology
Boston,Rachel Pam,Baden,MA,73088,,Infectious Diseases
Chestnut Hill,Angela,Bader,MA,1735,M,Anesthesiology
Worcester,David,Bader,MA,1736,A,Diagnostic Radiology
Stoneham,Michael,Bader,MA,1738,B,Internal Medicine
Danvers,Walid,Bader,MA,71000,G,Internal Medicine
Boston,Rajendra,Badgaiyan,NY,57506,D,Psychiatry
Loma Linda,Pradeep,Badhwar,CA,1741,,Diagnostic Radiology
,Roozbeh,Badii,,92680,,Internal Medicine
Boston,Kamran,Badizadegan,MA,1742,,Anatomic Pathology
Dorchester,Antoine,Badlissi,MA,1743,W,Pulmonary Diseases
Boston,Fadi,Badlissi,MA,1744,,Internal Medicine
Worcester,Papa,Badoe,MA,1746,K,Internal Medicine
New Bedford,Kevin,Badolato,MA,98611,A,Pediatrics
Woburn,Rana,Badr,MA,70995,,Anesthesiology
Tucson,Shadi,Badrieh,AZ,96864,G,Internal Medicine
Boston,Seeta,Badrinath,MA,86611,D,Pediatrics
Fall River,David,Bae,MA,90045,C,Urology
Amherts,Neil,Bach,MA,1702,D,Internal Medicine
Boston,Emile,Bacha,MA,1703,,Cardiovascular Surgery
Boston,Patricia,Bachiller,MA,67031,R,Anesthesiology
Natick,Donald,Bachman,MA,1707,M,Diagnostic Radiology
Cambridge,Eric,Bachman,MA,1708,S,Endocrinology
Boston,William,Bachman,MA,1709,R,Cardiovascular Diseases
Wellesley,Madeline,Bachta,MA,1712,,Dermatology
East Boston,Nathan,Bachtell,MA,89263,E,Internal Medicine
Boston,Richard,Bachur,MA,1713,G,Pediatrics
Boston,Genta,Baci,MA,91541,,Family Medicine
Wayland,Karen,Back,MA,1717,J,Pediatrics
Fairfield,Henry,Backe,CT,80511,A,Orthopedic Surgery
Mashpee,Ronald,Backer,MA,1720,F,Family Medicine
Worcester,John,Backman,MA,1721,H,Child Psychiatry
Walpole,Brian,Backner,MA,1722,P,Internal Medicine
San Juan,Francis,Baco-Viera,PR,1724,P,Internal Medicine
Lexington,Eugene,Bacorro,MA,99508,A,Internal Medicine
Boston,Julianne,Bacsik,MA,1726,,Anesthesiology
New York,Mary,Badaracco,NY,1729,A,Psychiatry
Worcester,Varnitha,Baddam,MA,84202,,Internal Medicine
Norwalk,James,Babashak,CT,50197,E,Anesthesiology
Winthrop,Emma,Babayan,MA,1679,S,Internal Medicine
Boston,Richard,Babayan,MA,1680,K,Urological Surgery
New Westminister,Christopher,Babbage,BC,65140,A,Psychiatry
Fall River,Russell,"Babbitt, III",MA,74235,,Plastic Surgery
Milford,Michael,Babcock,MA,1685,F,Anesthesiology
Torrington,Armen,Babigian,CT,1687,T,Neurology
Boston,Viken,Babikian,MA,1688,L,Neurology
Falmouth,David,Babin,MA,1689,S,Orthopedic Surgery
Ayer,Matthew,Babineau,MA,80695,R,Emergency Medicine
Fitchburg,Robert,Babineau,MA,1691,A,Family Medicine
Providence,Timothy James,Babineau,RI,1692,,General Surgery
Boston,Jodie,Babitt,MA,57505,L,Nephrology
,Daniel,Babson,,93291,K,Emergency Medicine
Providence,Kavita,Babu,RI,76308,M,Emergency Medicine
Springfield,Krishnan,Babu,MA,66815,,Internal Medicine
Worcester,Lakshmi,Babu,MA,81459,,Family Medicine
Worcester,Stanley,Babu,MA,81457,,Family Medicine
Boston,Steven,Baccei,MA,80311,J,Radiology
,Leon,Bacchus,,87212,S,Diagnostic Radiology
Woburn,Peter,Azar,MA,1662,A,Cardiovascular Diseases
Middle Town,Muhammad,Azeem,CT,61921,W,Psychiatry
Oxon Hill,Nigel,Azer,MD,65831,M,Orthopedic Surgery
Worcester,Saiyyed,Aziem,MA,84643,O,Internal Medicine
Chicopee,Paul,Azimov,MA,79466,,Physical Medicine &amp; Rehabilitation
Springfield,Hany,Aziz,MA,62483,S,Cardiovascular Diseases
Framingham,Khalid,Aziz,MA,85327,,Hepatology
Visalia,Kusai,Aziz,CA,70039,S,Cardiovascular Diseases
Springfield,Jose,Azocar,MA,1675,,Hematology
Canton,Ruben,Azocar,MA,50193,J,Anesthesiology
Medford,Alicia,Azpiri Magallanes,MA,78039,M,Psychiatry
Takoma Park,Marc,Azran,MD,89533,S,Anesthesiology
Boston,Pierre,Azzam,MA,93049,N,Psychiatry
Dora Beirut,Georges,Azzi,,59643,M,Internal Medicine
Boston,Jamil,Azzi,MA,86682,R,Internal Medicine
Gardner,Michael,Azzoni,MA,1676,D,Orthopedic Surgery
Hampton,Ali,Baalbaki,VA,50195,H,Anesthesiology
Boston,Timothy Wayne,Baba,MA,1677,,Neonatal-Perinatal Medicine
New York,Tokunbo,Babagbemi,NY,50196,O,Diagnostic Radiology
East Watertown,William,Babaian,MA,1678,L,Family Medicine
Weymouth,Frederick,Ayers,MA,1641,S,Orthopedic Surgery
Plymouth,Katherine,Ayers,MA,77798,J,Dermatology
Salem,Kathleen,Ayers,MA,77917,D,Internal Medicine
Weymouth,Michael,Ayers,MA,1643,E,Orthopedic Surgery
stoughton,Timothy,Ayers,MA,86178,F,Anesthesiology
Boston,Douglas,Ayres,MA,1649,K,Orthopedic Surgery
Boston,Jaya,Aysola,MA,98201,,Internal Medicine
Framingham,Zahra,Ayub,MA,1651,S,Neurology
Marietta,Azra,Ayubi,GA,59769,S,Obstetrics and Gynecology
Worcester,Philip,Ayvazian,MA,1653,J,Urological Surgery
Hobbs,Suryaprakash,Ayyagari,NM,1654,,Anesthesiology
Springfield,Sabarish,Ayyappan,MA,96939,R,Internal Medicine
Buffalo,Gissou,Azabdaftari,NY,64003,,Pathology Clinical/Anatomic
Menands,Abul,Azad,NY,1656,K,Internal Medicine
Weston,Harry,Azadian,MA,1657,Y,Occupational Medicine
Westford,Seema,Azam,MA,75766,,Internal Medicine
Boston,Bobak,Azamian,MA,83811,R,Internal Medicine
,Babak,Azar,,98533,P,Geriatric Psychiatry
Winchester,May,Azar,MA,1660,,Pathology
Chicago,Nathalie,Azar,IL,1661,F,Ophthalmology
Boston,Brian,Awbrey,MA,1622,J,Orthopedic Surgery
Coeur D' Alene,Marc,Awobuluyi,ID,68422,T,Diagnostic Radiology
Boston,Christopher,Awtrey,MA,79365,,Gynecological Oncology
Boston,Eric Herschel,Awtry,MA,1623,,Internal Medicine
Cohasset,Sarah,Axel,MA,1625,M,Pediatrics
Boston,Thomas,Axelrad,MA,81365,W,Orthopedic Surgery
Lebanon,David,Axelrod,NH,89264,A,Transplant Surgery
Greenwich,Frederick,Axelrod,CT,82150,W,Anesthesiology
Boston,Lloyd,Axelrod,MA,1628,,Diabetes
Burlington,Matthew,Axelrod,MA,71151,J,Internal Medicine
St. Louis,Trevor,Axford,MO,1630,C,Cardiovascular Surgery
Naples,David,Axline,FL,1632,R,Cardiovascular Diseases
Cambridge,Julio,Ayala,MA,68643,C,Gastroenterology
Boston,John,Ayanian,MA,1634,Z,Internal Medicine
Winchester,Mark,Ayanian,MA,1635,A,Pediatrics
Detroit,Lois,Ayash,MI,1637,J,Oncology
Charlestown,Cenk,Ayata,MA,65838,,Neurology
Worcester,Gamze,Ayata,MA,50184,,Anatomic Pathology
Peabody,Andrew,Ayers,MA,77477,W,Orthopedic Surgery
Worcester,David,Ayers,MA,73074,C,Orthopedic Surgery
Boston,David,Avigan,MA,1602,E,Hematology
Methuen,David,Avila,MA,1603,A,Pediatrics
Sarasota,Jose,Avila,FL,1605,A,Emergency Medicine
Boston,Juan,Avila,MA,1606,M,Psychiatry
North Falmouth,Victor,Aviles,MA,66977,M,Hematology/Oncology
Boston,Uri,Avissar,MA,91660,,Internal Medicine
Rye Brook,Ann,Avitabile,NY,91512,M,Cytopathology
Chestnut Hill,Orit,Avni-Barron,MA,76909,,Psychiatry
Boston,Jerome,Avorn,MA,1612,L,Internal Medicine
Worcester,Konstantino,Avradopoulos,MA,61891,A,Surgical Oncology
Boston,Alison,Avram,MA,66674,R,Dermatology
Boston,Mathew,Avram,MA,67890,M,Dermatology
Boston,Joseph,Avruch,MA,1613,,Endocrinology
Melrose,Canan,Avunduk,MA,1615,,Gastroenterology
Fall River,Essam,Awad,MA,1616,R,Internal Medicine
,Ihab,Awad,,98566,R,Urology
Boston,Karim,Awad,MA,86447,M,Neurology
Boston,Lily,Awad,MA,1617,A,Psychiatry
Milford,Raafat,Awad Mousad,MA,90277,F,Internal Medicine
Springfield,Syeda,Awais,MA,1620,A,Pediatrics
Peabody,Leonard,Austin,MA,1571,N,Internal Medicine
Norwood,Melanie,Austin,MA,85759,C,Pediatrics
Boston,Melissa Gioia,Austin,MA,96366,,Obstetrics and Gynecology
Greenfield,Robert,Austin,MA,1575,J,Ophthalmology
Chelsea,Julieta,Austria,MA,1580,B,General Practice
Chestnut Hill,Susan,Austrian,MA,1582,E,Child Psychiatry
Boston,Murat,Avadikoglu,MA,1583,A,Anesthesiology
Boston,Ingrid,Avalos,MA,86796,B,Rheumatology
Wellesley,Joseph,Avellone,MA,1586,C,General Surgery
Montpelier,Maria,Aveni,VT,1587,C,Anesthesiology
Fall River,Randy,Averback,MA,1588,J,Cardiovascular Diseases
Greenfield,Robert,Averill,MA,1592,W,General Practice
Worcester,Mark,Aversa,MA,1593,A,Obstetrics and Gynecology
Watertown,Renee,Aversano,MA,1594,C,Internal Medicine
Boston,Christopher,Avery,MA,1595,M,Internal Medicine
Boston,Edwin George,Avery,MA,1596,,Anesthesiology
Newton,Irwin,Avery,MA,1597,,Psychiatry
Boston,Laura,Avery,MA,67674,L,Diagnostic Radiology
Dorchester,Lauren,Avery,MA,80401,M,Psychiatry
Weston,Nicholas,Avery,MA,1600,C,Psychiatry
Brookline,Ann,Augustine,MA,80654,,Neurology
Brockton,Peter,Augustinos,MA,50170,,Vascular Surgery
Roxbury,Marilyn,Augustyn,MA,1542,C,Pediatrics
,Amardeep,Aulakh,,91161,S,Internal Medicine
Springfield,Sudeep,Aulakh,MA,82911,K,Internal Medicine
Boston,Sara,Auld,MA,87064,C,Internal Medicine
West Springfield,Raymond,Auletta,MA,60751,A,Physical Medicine &amp; Rehabilitation
Boston,Pavan,Auluck,MA,77485,K,Pathology
Cambridge,Sanda,Aung,MA,72014,S,Psychiatry
Worcester,Gerard Philip,Aurigemma,MA,1546,,Cardiovascular Diseases
Boston,Nicholas,Aurigemma,MA,1547,,Internal Medicine
Salem,Sanjay,Aurora,MA,1548,,Neonatal-Perinatal Medicine
Boston,Dennis,Ausiello,MA,1549,A,Nephrology
Newton,Joel,Auslander,MA,85923,N,Hospitalist
Boston,K. Frank,Austen,MA,1554,,Rheumatology
Boston,W. Gerald,Austen,MA,1555,,Cardiovascular Surgery
Boston,William,Austen,MA,1556,G,General Surgery
Wellesley,Steven,Auster,MA,1557,J,Child Psychiatry
Lake Oswego,Barry,Austin,OR,98898,M,Dermatology
Chicopee,Charles,Austin,MA,1558,W,Diagnostic Radiology
Boston,Heidi,Auerbach,MA,1527,P,Internal Medicine
Boston,Jerome,Auerbach,MA,1528,M,Diagnostic Radiology
Boston,Sanford,Auerbach,MA,1530,H,Neurology
Cambridge,Stephan,Auerbach,MA,50167,D,Diagnostic Radiology
Woburn,Susan,Auerbach-Ferdman,MA,1531,,Internal Medicine
Washington,Katherine,Auerswald,DC,50168,B,Internal Medicine
Framingham,Saint George,Aufranc,MA,50169,T,Pathology
Boston,St. George Tucker,Aufranc,MA,1532,,Orthopedic Surgery
Lawrence,Carolyn,Augart,MA,57495,L,Family Medicine
Norwood,Jane,Auger,MA,65750,A,Diagnostic Radiology
Millbrook,William Sinclair,Augerson,NY,1533,,Internal Medicine
Weymouth,Trimble,Augur,MA,94014,S,Internal Medicine
Salem,Betsy,August,MA,1535,S,Obstetrics and Gynecology
Boston,David,August,MA,1536,,Internal Medicine
Sacramento,David,August,CA,60496,A,Anesthesiology
North Adams,Deborah,August,MA,1537,A,Anatomic/Clinical Pathology
Madison,Irwin,August,CT,1538,,Psychiatry
Peabody,Joseph Edward,August,MA,1539,,Internal Medicine
Boston,Meredith,August,MA,1540,,Oral &amp; Maxillofacial Surgery
,Yves-line,Auguste Swann,,95007,,Internal Medicine
Southborough,Hassna,Atlassi,MA,50161,,Internal Medicine
Boston,Alireza,Atri,MA,50163,,Neurology
Chicago,Emad,Attallah-Wasif,IL,90310,S,Anesthesiology
Boston,Jill,Attaman,MA,89618,A,Obstetrics and Gynecology
Newton,Cara,Attanucci,MA,71249,A,Obstetrics and Gynecology
Boston,Eyal,Attar,MA,50165,C,Hematology/Oncology
Pepperell,Laila,Attar,MA,74773,,Family Medicine
lynn,Rafik,Attia,MA,1502,R,Anesthesiology
Plymouth,Raafat,Attia Hanna,MA,1503,I,Internal Medicine
Boone,Phyllis,Atwell,NC,98906,S,Psychiatry
Newtonville,Kimball,Atwood,MA,1508,C,Anesthesiology
Roslindale,Richard,Aubry,MA,1514,J,Family Medicine
Chatham,Jean-Paul,Aucoin,MA,1516,,General Practice
Pittsfield,Paula,Aucoin,MA,1517,J,Infectious Diseases
New York,Anne Marie,Audet,NY,1518,J,Internal Medicine
Fall River,Jeannine,Audet,MA,1519,R,Pediatrics
Boston,Joseph,Audette,MA,1521,F,Physical Medicine &amp; Rehabilitation
Portsmouth,Lawrence,Audino,RI,1523,F,Urology
Attleboro,Bruce,Auerbach,MA,1525,,Emergency Medicine
Centerville,Harvey,Auerbach,MA,1526,S,Anesthesiology
Westfield,Sanjeev,Athale,MA,92802,D,Neuroradiology
Westford,Andreas,Athanasiou,MA,1461,,Pediatrics
Weymouth,Achilles,Athanassiou,MA,1463,M,Maternal and Fetal Medicine
Putnam,John,Athans,CT,1464,P,Pathology
Burlington,Geetha,Athappilly,MA,97309,K,Neuro-Ophthalmology
Brockton,Nicolaos,Athienites,MA,1466,V,Internal Medicine
Springfield,Balaji Padmanaban,Athreya,MA,61492,,Nephrology
Springfield,Rani,Athreya,MA,65343,U,Neurology
Woonsocket,Ahmed,Atia,RI,72865,M,Pain Management
Cambridge,Charlotte,Atiemo,MA,87713,,Internal Medicine
Plymouth,Russell,Atkin,MA,98712,P,Obstetrics and Gynecology
Cambridge,Robert,Atkind,MA,1470,G,Internal Medicine
Chelsea,Elisha,Atkins,MA,1472,H,Internal Medicine
Boston,Katharyn,Atkins,MA,50159,M,Obstetrics and Gynecology
Boston,Michael,Atkins,MA,1477,B,Oncology
Amherst,Katherine,Atkinson,MA,1486,J,Family Medicine
Naples,Deirdre,Atlas,FL,1490,J,Internal Medicine
Austin,Holly,Atlas,TX,1491,E,Family Medicine
Boston,Steven Julius,Atlas,MA,1493,,Internal Medicine
Tustin,Thomas,Atlas,CA,1494,L,Radiology
Sudbury,Bennett,Aspel,MA,1439,D,Psychiatry
New York,Ashwin,Asrani,NY,82757,V,Radiology
Hartford,Margaret,Assaad,CT,83378,W,Pathology
Bound Brook,Albert,Assad,NJ,1442,,Otorhinolaryngology
Sudbury,Sana,Assaf,MA,1443,H,Pediatrics
Boston,Sabrina,Assoumou,MA,89963,A,Internal Medicine
Hollis,Henry,Astarjian,NH,96017,D,Neurology
Boston,Jon,Aster,MA,1447,C,Anatomic Pathology
Columbus,Todd,Astor,OH,99447,L,Internal Medicine
San Diego,Deepak,Asudani,CA,79704,G,Internal Medicine
Framingham,Shahla,Asvadi,MA,1451,,Dermatology
Dedham,Milhim,Aswad,MA,1452,I,Ophthalmology
Burlington,Sana-Ur-Rehman,Ata,MA,1453,,Anesthesiology
Milford,Ritu,Atam,CT,74939,,Anesthesiology
Brockton,Valentin,Atanassov,MA,62153,K,General Surgery
Boston,Ayse,Atasoylu,MA,59883,A,Internal Medicine
Charlestown,Nazem,Atassi,MA,74209,,Neurology
,Scott,Atay,,90805,M,General Surgery
Boston,Annemieke,Atema,MA,80653,,Emergency Medicine
Boston,Francisco,Atez,MA,86688,J,Emergency Medicine
Brockton,Joseph,Asiaf,MA,1415,R,Pediatrics
Springfield,Armen,Asik,MA,1418,,Internal Medicine
W. Springfield,Augusto,Asinas,MA,1419,G,Neurological Surgery
Weston,Guillermo,Asis,MA,1420,R,Internal Medicine
Boston,Mariepet,Ask,MA,78546,T,General Surgery
Roslindale,Alida,Aska,MA,1421,G,Internal Medicine
Dunkirk,Joe,Askar,NY,1422,I,Thoracic Surgery
Boston,Reza,Askari,MA,87531,,General Surgery
Plymouth,Farhad,Askarian,MA,71089,,Pathology Clinical/Anatomic
Westborough,Clifford,Askinazi,MA,1426,,Psychiatry
Springfield,Abid,Aslam,MA,98369,,Internal Medicine
Worcester,Farhan,Aslam,MA,92205,,Internal Medicine
Boston,Muhammad,Aslam,MA,82417,,Neonatal-Perinatal Medicine
Norwood,Naveed,Aslam,MA,1430,,Internal Medicine
Brockton,Angela,Aslami,MA,85563,N,Obstetrics and Gynecology
Holyoke,John,Asleson,MA,99201,C,Radiology
Waltham,Abdul,Asmal,MA,1434,C,Internal Medicine
Boston,Mohammed,Asmal,MA,74034,,Internal Medicine
Cambridge,Daniel,Asnes,MA,1438,P,Psychiatry
Boston,Peter,Asnis,MA,79706,D,Orthopedic Surgery
,Harty,Ashby-Richardson,,80883,E,Clinical Pathology
Dracut,Alena,Ashenberg,MA,1397,,Pediatrics
Norwood,Alan,Ashenfelter,MA,1398,T,Emergency Medicine
Lunenburg,Gary,Asher,MA,1399,H,Family Medicine
Boston,Kevin,Asher,MA,78186,P,Urology
,Nikhil,Asher,,80987,R,Internal Medicine
Cambridge,Heidi,Ashih,MA,84219,W,Psychiatry
Springfield,Rami,Ashkar,MA,71748,A,Internal Medicine
Laguna Beach,David,Ashkenaze,CA,1404,M,Orthopedic Surgery
New London,Rebecca,Ashkenazy,CT,71539,,Internal Medicine
East Greenwich,David,Ashley,RI,99046,W,Family Medicine
Boston,Elisabeth,Ashley,MA,73749,J,Pediatrics
Boston,Stanley,Ashley,MA,1406,W,General Surgery
Hartford,Duffield,Ashmead,CT,1408,,Plastic Surgery
Brighton,Ali,Ashraf,MA,83171,,Internal Medicine
Carthage,Mirza Magbool,Ashraf,NY,1412,,Internal Medicine
Springfield,Muhammad,Ashraf,MA,71437,J,Internal Medicine
New Bedford,Sadia,Ashraf,MA,87148,,Internal Medicine
Mather,Mohammad,Ashrafzadeh,CA,1413,T,Ophthalmology
Quincy,Mary Louise,Ashur,MA,1414,C,Internal Medicine
,Shveta,Arya,,81257,,Cytopathology
Boston,Wael,Asaad,MA,74261,F,Neurological Surgery
Westlake Village,Syed,Asad,CA,50145,A,Neurology
Brockton,Bahige,Asaker,MA,1375,,Internal Medicine
Marblehead,Philomena,Asante,MA,76745,A,Pediatrics
Boston,Juan,Asanza,MA,82362,L,Physical Medicine &amp; Rehabilitation
Belmont,Alice,Asby,MA,50147,W,Psychiatry
North Reading,Alexander,Asch,MA,1382,J,Pediatrics
Framingham,Elizabeth,Ascher,MA,1383,K,Cardiovascular Diseases
Amherst,Stewart,Ascher,MA,1384,M,Psychiatry
New Haven,Carl,Aschkenasi,CT,96962,J,Diagnostic Radiology
Cambridge,Miriam,Aschkenasy,MA,66749,T,Emergency Medicine
Worcester,George,Asdourian,MA,1385,K,Ophthalmology
Boston,Bernard,Aserkoff,MA,1387,R,Gastroenterology
Brookline,Ralph,Aserkoff,MA,1388,D,Obstetrics and Gynecology
Cambridge,Brian,Ash,MA,68003,,Internal Medicine
Brighton,Alan,Ashare,MA,1391,B,Nuclear Medicine
Boston,Cameron,Ashbaugh,MA,1393,D,Infectious Diseases
South Weymouth,Richard,Ashburn,MA,1395,W,Internal Medicine
Boston,Rachel,Ashby,MA,61251,K,Endocrinology
